,prof,review,rating,emotion,quality
0,https://www.ratemyprofessors.com/professor?tid=14397,"[""INSPIRATIONALLOTS OF HOMEWORKSKIP CLASS? YOU WON'T PASS. JP is for grown ups. His teaching style will push you to the limits and prepare you for the real world. Brilliant explanation on design patterns and loads of eye opening experiences/examples from the industry. JP treats the project as an industry project, every team member must be effective !"", 'never take his class, never', 'For the group project, we have to make a game called ""tilerummy"". That project is basically my full-time job. Crazy workload. The worst part is, 90% of the project has nothing to do with software engineering, we just made algorithms to make a computer AI play a card game with you. I learned nothing. JP is just not good OK take it with someone else', ""JP is absolutely the worst prof in Carleton computer science, and I've had Mengchi Liu. If you value your sanity please take someone else for this course. He lies when he tells you what's on the final exam, half of what he says is on it isn't, and the other half is stuff that was barely covered."", 'The workload for the term-long group project is extremely intense. It had vague requirements that were updated every few days, and well over half the class dropped the course. The exam is open book (but not easy), and you are tested on a lot of specific wording. He bell curves based on the highest grade. (For us, a 72%.)', ""He is the best! He cares about his students. The course itself is not easy, project and final exam weren't easy at all! but he helps student to pass his course"", 'Negligent, condescending professor. Assigns unrealistically large amounts of work, revises the term project specifications every two days, gives incomplete exam reviews, and then tests his classes on subject matter not taught in his lectures. More than 2/3 of our class dropped, and the remaining 1/3 have grouped up and reported him to the dean.', 'Jp is so bad, more than Half of the class dropped.', ""Half of the class drop. Real Agile Developing, the requirement changes every day. 10 emails every day from professor to blow up your life, and partnership He assumes everyone is programming god won't change the requirement, no matter how low the average and how many people drop 2 big game project and 500+ pdf within 4 months by game deve 4th stud"", ""He is by far the worst professor in cs that I have had a class with. Not only is he terrible at teaching his classes which don't add a lot of value (he just rants about Nortel and reads off slides) his requirements for the project (hardest project I have ever done and possibly for anyone not in 4th yr game dev) are horrendous."", ""Rants alot (very negative) about his days at Nortel and the software industry. He even ranted about a project manager that shafted him. The theory part of the course is really dated and from the 1990's.  Best advice Make sure you form a good team otherwise he will assign you with someone which doesn't always work out."", ""Sometimes going to his class feels like you time travelled back to his 1990s glory days of software dev. This is the second time I've had him and it was exactly the same. He's unorganized and a lot of the stuff isn't useful anymore. TDD, Selenium and Cucumber were fun but unfortunately that was a small part of the class."", 'Course felt like a game dev course for non-game-dev students. We spent the majority of the term deciphering an 80 pg rulebook for a game we needed to create. He did not give us a simple program to design so that we could focus on good design patterns and documentation. I highly recommend going to lectures to write notes to go with his for his exam', ""He is a very determined professor with a great attitude. Never hesitates to reply your questions to be of help as much as he can. He teaches a lot and gets you guys prepared for the real life, that's for sure. But get prepared for some tough assignments and stuff 'cuz he really expects you folks to learn. Overall, awesome professor!"", 'Heavy load course with no exams (grad course). Heavy assignment and final project. but He does not give low grades.', 'Took this class with him last winter! I spent so much time in the lab .. There is a lot of group work, I mean alot of it make sure you get in a good group of people.. As for the final class avg was 42%, that says enough about what you guys are about to go through .. be prepared!', ""Good for talking a lot of real world experience that is hard to get in computer science.  If possible, take this course with a couple friends who you can work with, it's 100% group work and a lot of it.  Usually clear, but be careful of his marking scheme.  Takes off marks for wrong points instead of giving marks for correct points."", ""Doesn't really know how to write a test, but is EXTREMELY useful for real-world knowledge. Go to lectures to listen to his rants."", 'Excellent prof! Keeps things interesting.', 'After his course, we are trained to be ready for the real world.']",2.9,"['awesome', 'awful', 'awful', 'awful', 'awful', 'awesome', 'awful', 'awful', 'awful', 'awful', 'average', 'awful', 'average', 'awesome', 'awesome', 'average', 'average', 'average', 'awesome', 'awesome']","['5.0', '1.0', '1.0', '1.0', '2.0', '5.0', '1.0', '1.0', '1.0', '1.0', '3.0', '1.5', '3.5', '5.0', '4.0', '3.5', '3.5', '3.5', '4.5', '5.0']"
1,https://www.ratemyprofessors.com/professor?tid=14683,"[""He is black/white. We were in the middle of a pandemic and I had to work and adjust my schedule, but did he waiver. NO. He opens homework for 1-2 days. When I would work my 14 hour shift, I would have to miss that assignment and he clearly states he gives no extensions. Physical science isn't that important. It's about power, not teaching."", 'this is an online class with homework every week and graded on WebAssign. Homework is worth 60% of the grade. one Midterm and final worth 40% of your grade. The homework gives you 6 tries to get it right. So do your homework you are almost guaranteed 60% of your grade. He answers questions quickly online.', 'very fair in assignments, 60% for homework and 40% for midterm and final. Material is very interesting and he reply almost immediately to email questions.', 'Great guy and teacher', 'this guy knows his stuff, answer email almost immediately, get class i learned a lot about astronomy, fair grader', 'Taking his online astronomy class and is the hardest thing Ive done since Ive been in college. The book doesnt do a good job and explaining the math problems, and when u get a question wrong it doesnt give u the right answer , or explain why u got it wrong.', 'phs1560 This was an online class and he must sleep with the computer always on since he always answer my email within minutes of me asking question. his test are fair and i got an A in the class.', 'I took his class online. He always answered my email within a few hours. The course has a lot of content on line and if you go over all that stuff, you will do fine. I got an B+ in the class', ""Don't take this Astronomy course. Most of the questions are not in the book or any of the power points. He does not like to answer questions and is smart mouthed. Had multiple classmates agree with this. His physical science class isn't so hard, but Astronomy is another story. I'm a straight A student, it was hard. Only assignments are exams."", ""In the process of dropping this class right now. I am a senior at UNCP and I have a 4.0. I am a finance major and I took this class for one of my science gen ed classes. It doesn't matter how hard you study and your book will not have your answers. I am struggling to get a C in this class. I have never received a C on anything in my entire life!"", ""Tests are the only graded assignments, & even though they are open note & book,  can be impossible. Some of the questions seemingly can't be answered using the given material. He is not flexible or helpful when technical problems occur, & it's an online class! I have been nothing but frustrated this entire semester, & I'm on the Chancellor's List!"", 'very good teacher, makes clas very interesting', 'He is a really interesting professor, makes astronomy fun to learn', 'great teacher, those who work get rewarded', 'Very poor teacher.Does not stay on topic. If you take hime do all of the extra credit and free quizes though that still will not help you all that much. Dont bother buying the book he never uses it.', 'so far best teacher here at UNCP-I really like the demos and the way he teachers-hope i get an A', 'great professor, makes astronomy fun to learn', ""He's a good professor,m but really hard. You need to study outside of class. When he offers free quizzes or any kind of extra credit jump on it. Go to all the observations you can. The extra credit may save you!!!!"", ""As long as u come EVERYDAY to class..never be late.. Try your best on the test b/c his test will not match any thing that you've study for.. Stay on his good side and do the project at the end if the semester and u will pass the class"", 'I enjoyed his presentation and how he uses technology to help us understand concepts which are hard to visualize. His classes are also fun, he has a great sense of humor and he was the best prof I had here at uncp. Take the class-you will learn astronomy.Be on time for class and read the book u will do ok. His class fill fast so reg early.']",3.7,"['awful', 'awesome', 'awesome', 'awesome', 'awesome', 'awful', 'awesome', 'awesome', 'awful', 'awful', 'awful', 'awesome', 'awesome', 'awesome', 'awful', 'awesome', 'awesome', 'awful', 'average', 'awesome']","['1.0', '5.0', '4.0', '5.0', '4.0', '1.0', '4.0', '5.0', '2.0', '1.0', '1.0', '5.0', '5.0', '5.0', '1.5', '4.5', '5.0', '2.5', '3.5', '5.0']"
2,https://www.ratemyprofessors.com/professor?tid=15069,"[""I took this class online. There are 3 exams, 3 small discussions, and one long paper. You have to read the entire book cover to cover, and there are no pictures or diagrams. The study guide questions for the exams and what you're tested on are not identical so you really have to read and understand the material before an exam. You have to work hard"", 'Fairly easy online class. You have to do the reading and go onto the websites she provides, but all the information is right there for you. No trick questions on tests. Each test has a one to two page essay associated with it. You get the question in advance and have four days to write it. Highly recommend.', ""Take it online! It's an easy class. There is a lot of reading, but you have three units, and they are about a month long each, so you just have to manage your time. 3 exams, 3- 4 small discussions for each unit, and a 1-2pg essay for the exams. Not very difficult if you do the readings. And you can always look online for answers."", 'Online class.  I really enjoyed this class.  The book is a boring read, but there is plenty of information linked to the online lectures.   Lectures are printed (no powerpoints).  Good feedback and quick grading.  Three exams with separate essays and unit discussion questions.  She gives you the essay topics in advance which is helpful!  Take her!', 'took Michigan history 313. Thought Ms. Vinyard was wonderful. bent over backward to assure everyone had fair chance at succeeding . Even posted essay questions well in advance of exams. Style was casual. Encourage anyone with half a brain who is interested in Michigans history to take this class. Will do very well if apply college -level effort.', 'took 2 classes, 300 and 313. 300 on campus was great, very helpful and interesting/interested. 313 was online, and i hated it. no real lectures, and its hard to learn that way. had i taken it on campus, it probably would have been a better experience.', ""WORST TEACHER EVER!!! I took her for the Michigan History class online and she was terrible! Material on the exams mostly came from the book and not lecture. I asked her for help on my essay and she basically told me that I was as smart as a elementary student and belittled me as a person. (Note: I get all A's & B's) Don't take her!!"", 'This was my third graduate class with Dr. V, two online and one blended. I already published about a dozen articles on ancient history.  My focus was on how she helped -other- students and in that, she is spot on.  She directs well the interested and aware learner. She is also willing to wait for you to catch up to her.', ""Took online, and she is impossible. She requires you too read 2 chapters a week out of a book that is both big and has little font. Grades essay super unfair. Her lectures consist of a link to the online michigan webpage. Serioulsy she has the easiest job ever, I don't think she has used any of her own material. Horrible teacher!"", ""Online. Ideal class. Vinyard is the most helpful prof I've had at EMU. Answers all emails within a day or two AT MOST. Comments included every time she grades you. And grades were in WAY before other profs. Take her classes!"", ""She is AWESOME!! Lots of communication and tons of reading. This was an online class. She is so helpful. This was my 1st class with her and I can't say enough good things about her. She always replied promptly to her emails. A++++"", ""Advice for those taking class: 1) attend class every day and take a lot of notes; the notes will help in writing your essays, 2) memorize class notes for exams. The key to the class is to have complete lecture notes. Don't focus a lot on the huge Michigan History text. She is an enthusiastic and friendly professor. Fair grader. Enjoyed the class."", 'Great Prof.  She loves history and tells the stories well.  She truely wants you to learn the material rather than just recite it back.  Take her!', 'Great professor, I wish there were more classes I could take with her', 'Great professor, Extreemly helpfull.', 'AMAZING. She is so fun and extremely wonderful overall. She is open to new things so what she says doesn\'t always go. She is very helpful and passionate about history. We had to write on 12-22p. paper for the class and many times we didn\'t meet throughout semester for ""research time."" TAKE HER, TAKE HER, TAKE HER!! You won\'t be sorry!', 'She is a really good instructor because she is so interested in history. You can tell she loves what she does. Includes MI in everything. Class offers study sessions and help with a grad student.', 'Dr. Vineyard is a great teacher...  She will help those who need it to become better writers and better historians...  She looks for the good as well as the bad in your papers...  Take her while you still can...', ""Her Michigan History course was one of the most interesting courses I've taken to date. The complete and lengthy book required for the course is not necessary for a passing grade, though reading of it will make you an authority on all things Michigan. Frendly, clear, and helpful describe Prof. Vinyard."", ""Dr. Vinyard has all the fine qualities you could hope for in a professor at EMU.  Her lectures are fun, she knows her History very well, and she is very likable.  Above all it's about getting a good grade and if you have a pulse you can get an A.  Absolutly recommend her if you can get into her classes.""]",4.5,"['awful', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awful', 'awesome', 'awful', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome']","['2.0', '5.0', '4.5', '5.0', '4.0', '4.0', '1.0', '4.0', '1.5', '5.0', '5.0', '4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0']"
3,https://www.ratemyprofessors.com/professor?tid=15099,"[""Cool dude. Was a regular teacher at Rowan. So I don't think he cared too much about ccc. Made music appreciation interesting even to people who had no interest."", ""fantastic teacher.  i recommend that everyone take him.  he's intresting and cares about his students.  also he teaches at rowan, incase anyone is intrested."", 'His class was very laid back and easy going. he was always helping me with any questions and he allows you to take your time untill you understand an assignment to hand it in. I liked this teacher more then any of my others.', 'THIS DUDE IS THE MAN.... YOU DONT HAVE TO LIKE MUSIC AT ALL TO HAVE A GOOD TIME AND BE INTERESTED IN THIS CLASS.  IF U PUT IN TIME AND EFFORT ITS AN EASY A.', 'Great teacher. Makes the class as easy as possible. If you play a song in front of the class he adds 10 points to your average. Basically gives you the answers to the tests.', ""the concert papers weren't too bad...just had to find time to do them.  othere than that i loved the class, always had us laughing and shaking our heads..."", 'You are required to attend 2 outside comments and write a small paper on each/', 'A bunch of easy quizzes and two concerts that you have to write about. Almost everybody should receive an ""A"" or ""B"" grade in this class.', 'No Comments', 'No Comments', 'Fun class. Great guy.Actually talks about some interesting things.', 'Very good teacher, presents material clearly, makes class fun', 'Fun class, very interesting, presents material well']",4.8,"['average', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome']","['3.5', '5.0', '4.5', '5.0', '5.0', '5.0', '4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0']"
4,https://www.ratemyprofessors.com/professor?tid=15139,"[""He was one of the best profs I've had here, he may have even been the best. He makes it very clear what he will be testing you on, as well as makes it clear what you should have read before the next class. He did an awesome job of explaining the passages of the books discussed in class and made sure the students understood before moving on."", ""Dr. Nemesvari is by far my favorite professor at X. Not only does he make everything clear to students, he genuinely cares about his students well-being. If you get a chance, take a course with him; you won't regret it!"", 'Great prof, very helpful and entertaining.  Goes out of his way to help his students, and seems to take a fair position even on arguments that contradict his own.  Highly recommended.', 'Amazing Prof! I took a class from him every year I was at X! He makes you look forward to class.', ""Nemesvari rocks my world! He was literally the best professor I've ever had.  He taught Lord of the Rings.  I went into the class hating LOTR and left obsessed.  Make sure you take his class before you graduate; the man can convince you of anything.  Loved loved loved him."", 'Best Prof Ever, Very clear and very interesting class. Knows his stuff', ""Loved him!! He is one of the best profs I've had at X ! :)Take a course with him if you can. He's halarious and his classes are really interesting. I looked forward to going to his class. He's always there to meet you if you need help and really cares. Take his class!!"", 'Dr. Nemesvari is, hands down, the greatest professor I have ever had. It is extremely comforting to know that this man is in charge of the English Dept., and I know that he will only continue to inspire his students.', ""He is an absolutely wonderful man. I will take whatever class I can with him. His close reading skills are beyond anything I've ever seen. You'll never read a text the same way again..."", 'strongly recommend him, great prof! very passionate about what he teaches, marks fairly and wants students to do well. he creates a family like atmosphere in the classroom, impossible not to like!', ""I came to university hating English and this class quickly became the highlight of my day!  He is so funny and entertaining, you can't help but learn something in his class (but he's a tough marker!).  If you can, you MUST take this professor before you graduate!"", 'Best prof I have ever had. Makes everything clear and cares about his students.', ""Best professor I've ever had, period.  Dedicated to his students, energetic, passionate about the material, and an interesting lecturer.  If you take an English class, make sure it's one of his."", 'Defintly take nemesvari before you leave stfx...a great man, and a great prof. Really keeps you in tune during class. LOVED HIM!', 'Incredible man and prof. He puts so much passion and love into what he does you would swear everyday is his very first day teaching. Make good use of his office hours, he is always willing to work out anything with you and really does want everyone to do well. Treats his students with so much respect. Completely love him!', 'Best Prof I have ever had, hands down. Absolutely Love him. Everyone should have his before they leave STFX', 'He is by far, the BEST PROF here at X. This Univeristy is soooo lucky to have this man on staff.  He is fair, reasonable, and very clear about his expectations.  He is just such a kind and decent man, always willing to help his students.  It was such a pleasure to be in his class.  Take him!!!!!!', 'Awesome prof. Really enjoyable lectures.', ""He's an awesome prof! Very interesting to listen to, welcomes (begs for) student input, great sense of humour, and knows what he's teaching. He also makes an effort to get to know you as an individual. Although a tough marker, I strongly recommend him."", 'Super prof. Really helpful if you are willing to put in the time. Hard marker, but you definitely come away from the class feeling as though you have gained skills you will be able to use again.']",4.7,"['awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome']","['5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0']"
5,https://www.ratemyprofessors.com/professor?tid=15581,"['good teacher', ""Changes every year he's just part time"", ""LSR 2121 itself is a pretty terrible course. Prof. L'Heureux is very helpful and means well, but his lectures are terrible. There is nothing abstract, no concepts; just facts as you would get them from a news article. The class is easy, Chris is easy - just a terrible course. No wonder why they're hacking the leisure department."", 'This prof is great when you are in his 4000 level classes.  Easy to talk to, comprehensive, and a solid background in Leisure, Outdoor Recreation and Heritage Interpretation.', ""Ppl loved him.He loves teaching.UOis not considering his shedcdule(works full time at Health Canada and owns consulting company,not much time)Wasn't the prof teaching4135, the orginal prof no show.We had partition& asked him to teach 4135.hes frustrated with the school,thats y he's not teaching@UO."", ""Take his 3rd and 4th year classes.  He's great and will do anything he can to help you out!"", 'Got an A in his class, but class average for first year class is only an D+. One thing I learned:  ""leisure is whatever you think it is"" LOL. You gotta love the leisure department. And this was a representative sample, over 100 students. I suggest if you want a challenge take his class.', 'Very boring class, difficult to sit through. A class of nonstop note taking and the occasionally listening to his ridiculous and often unsubstantiated opinions! very frustrating', ""doesnt answer student's questions. not helpful. reads off of his slides. you write for 3 hrs straight."", ""i like to call this sort of prof a 'copy and paste' prof, reads right of the slides, offers little clarification and explanation and treats teh students as likechildren...very frustrating course, not interesting material point blank..."", 'Had him for 1100 and 2122. Errogant man,has very high expectations and very informative notes, others say its too much and our hands hurt after continuously copying notes for straight 3 hrs but very useful for exams, cos most questions are word for word.', 'Fair and just very informative in class and out', 'Very errogant and rude.', 'WORSE PROF EVER!  Dropped out of Leisure because of him.', 'horrible to listen to for a three hour class, too many notes to take', ""has only a bachelor's degree and it's not even in leisure! and he's proud of it! seriously, stop talking about his income..."", 'Awful. Awful. VERY AWFUL.', 'Good prof. explains well but his exams are HARD', 'i still do not know what i feel about this guy,midterm is easy but exam hard', 'No Comments']",2.7,"['awesome', 'awesome', 'average', 'awesome', 'awesome', 'awesome', 'awful', 'awful', 'awful', 'awful', 'awful', 'awesome', 'awful', 'awful', 'awful', 'awful', 'awful', 'average', 'awesome', 'awful']","['5.0', '4.5', '3.5', '4.5', '4.0', '5.0', '2.5', '2.0', '1.5', '1.0', '2.0', '5.0', '2.5', '2.0', '1.0', '2.5', '1.5', '3.5', '4.0', '1.0']"
6,https://www.ratemyprofessors.com/professor?tid=15695,"['One of the greatest profs in the Biology department! He makes class very enjoyable and is hilarious! I definitely recommend this course and his tests are very fair.  Too bad he is retiring.', 'I have had him for both Bio 325 and Bio 265. A bit disorganized but in a charming way. Loved going to his class in both subjects. Highlight of my day!', ""he is hilarious!! I really enjoyed sitting in his class every morning...He will just simply say random stuff to get the class's attention. Midterms were fair if you study. It is common to do really well on the first exam but bad on the second. The final was really easy. Take this course :)"", ""Brutally disorganized course notes. Material's not too hard but he likes to make test questions needlessly complicated."", 'interesting lectures, very nice prof, easy quizzes, midterm, and exam. must take', ""one of the easiest 300-level bio courses.. there's lab, but no lab exam nor reports. all u do is look at flowers. that's it. midterm/final he told us the questions he'd ask and he really did ask them. highly recommended for upper year course. u might be clueless first few classes, but things repeat for entire course so u'll understand it for sure."", 'Worst Prof ever', 'pretty good', 'Really nice and AWESOME labs. I love dissecting flowers! Thanks Dr. Semple!', 'This class is really easy if you like/are in biology or like memorizing. The questions are straightforward if you have memorized/understand enough. Attending lectures helps because he gives lots of hints as to what will be asked on the tests.', ""probably one of my hardest classes EVER! there's a lot of information and memorization is key!"", ""I have no clue why people find Biol 265 easy. Having been a good student, I failed the first midterm and got 50 on the second.How is this possible? His questions are so ridiculously hard - and he pulls info out of his behind...what the heck?? Sigh Don't take this course if you want a good GPA!"", 'Pretty good prof, I like him.', 'The course requires LOTS of memorization....IF, and only if, you studied the material well, the test will be easy. Semple tests you on the impotant stuff in the course. Good prof, notthe most interesting material to learn! Knowing what I know now, I would have still done the course!', ""easy class, especially if it isn't your first bio class. Dr. Semple is interesting and funny, the test are very fair, you don't need to know stupid details. he makes fun of all religions though, especially Christianity, so if you're religious, you'll have to take him with a grain of salt."", ""The course is okay the prof is not bad. A bit arrogant and wants to make himself stand out. It's more likely you'll remember his endless jokes than the material after taking his class, but he keeps you awake in the morning."", ""Easy course!  Most people were done the final in about an hour.  I liked his lectures; he's so witty!"", 'The material itself is pretty boring. So I have to give the prof some credit for making it a little more exciting. He tells too much unrelated stories however. And if you ask him any questions after class, be prepared to listen for at least an hour of his babbling.', ""This prof certainly brightened up my mornings with his great jokes...definitely go to class...easy course if u don't mind memorizing..."", 'Great class...very interesting Prof!']",3.5,"['awesome', 'awesome', 'average', 'awful', 'awesome', 'average', 'awful', 'awesome', 'awesome', 'awesome', 'average', 'awful', 'awesome', 'average', 'awesome', 'average', 'awesome', 'average', 'awesome', 'awesome']","['5.0', '5.0', '3.0', '2.0', '4.0', '3.5', '1.0', '5.0', '4.5', '5.0', '3.0', '1.0', '4.0', '3.5', '4.5', '3.0', '5.0', '3.0', '4.0', '5.0']"
7,https://www.ratemyprofessors.com/professor?tid=15756,"['No Comment.', '****en hugest ****, doesnt know**** about****', ""His module exams were tough!!! You have to be very proficient in what you're doing. It was a hard course."", 'i dont know why he would want to teach this course. i dont know why this course is offered to engineering students. i dont know why a university teaches this course. but as a professor he was helpful. but the course is so easy and dumb.', 'Really boring lectures, not an effective prof, teaches a computer class in an auditorium...', 'OK prof but very strict over small things on module exams. Found his lectures so boring and never attended them, still passed all the modules. I heard he is retiring this year.', 'No Comments', 'No Comments', 'He listens to students. He is smart and knows how to teach. Has concern for students.', ""Horrible teacher. Worst prof in first year engineering. The only course and prof that I hated this year. He should be fired from Queen's so that future students don't suffer. He likes to fail students in his stupid module tests."", ""I'm FED UP with first yr engineering, esp at this piece of**** uni. How the **** are u supposed to finish 16 courses in all of less than 6 months? what the **** is this uni trying to do? This course must be dropped from first yr, the prof sucks, F"", 'EVEN ONE OUT OF FIVE IS TOO MUCH FOR HIM. WORST PROFESSOR I EVER HAD.', 'BORING.Technical communications should be a bird course but his subjective marking killed everyone?  The highest mark you can get is 90, then 80, then 70.   Grrr...', ""Most boring lecturer I've had this year and the worst prof I will possibly have in the remaining 3 years. I would have liked the course if brandie wasn't the prof. He likes making things harder than necessary. I had to redo 2 of the 3 modules."", ""He's a nice guy willing to help.  The only reason why ppl rated him poorly is b/c some ppl didn't bother to study since it's pass/fail and ended up having to redo the module.  I found all the modules easy and Brandie was very helpful! He's a good teacher"", ""APSC 141 was very disappointing. Brandie is the worst prof of first year engineering. I came to Engineering at Queen's because of my love for math and science. Not for learning excel. I'll throw a party when you retire brandie. Please retire asap."", ""Found his lectures boring; and module tests to be unfair and sometimes tricky.  The thing I hate the most about this course is that it is pass of fail.  (and they don't tell you but the expectation required for a pass is quite high)"", ""141 is supposed to be a very easy computer course compared to programs at most other universities, but they don't seem to be marking it like that. Java is so much better, just because Brandie isn't teaching it. Overall APSC141=complete waste of time."", ""I don't agree with the Helpfulness rating others have given him. I found him very helpful when approached with course related problems. His lectures are very boring and they are a cure for insomnia. Module 3 was much easier than Module one."", 'The course was not all that interesting but George was an OK prof']",2.4,"['awful', 'awful', 'awful', 'awesome', 'awful', 'average', 'awesome', 'awful', 'awesome', 'awful', 'awful', 'awful', 'awful', 'awful', 'awesome', 'awful', 'awful', 'awful', 'average', 'average']","['2.0', '1.0', '1.5', '5.0', '1.5', '3.0', '4.0', '2.0', '4.5', '1.0', '1.0', '1.0', '2.5', '1.0', '4.0', '1.0', '1.5', '2.0', '3.5', '3.5']"
8,https://www.ratemyprofessors.com/professor?tid=15757,"['greatest prof! you should go to his office hours - it boosted my mark over 10%. he puts complicated things in simple words', ""Now works at the Queen's / Bader Castle in England. Worst Prof ever !!!! Hard marker, doesn't show any marks until weeks after the assignment/test was submitted, and completely boring in class. Dreaded his class by the end and hated Astronomy! Keep away!"", ""What a terrible school Queen's is! A person like B K Hunter who has no ****ing clue what Engineernig is about was the Academic Progress Chair of Engineering. The only thing he was good at is, Failed Under So and So Regulation, Denied Substitution, Denied Appeal, Denied IN Grade, Denied that. He doesn't really know what it takes to be an engineer."", ""Brian Hunter is *NOT* an engineer. He got a chemistry degree from UBC but somehow sneaked into teaching Engineering students at Queen's. He didn't go through the extremely hard work and extreme rigor of an engineering undergraduate program himself and then he's so hard/cruel on people who are. I found his exams to VERY UNFAIR. What a hypocrite."", ""Worst prof in the entire history of Queen's University. He is a terrible man who likes to fail students. They made him (Acting) Associate Dean for one semester and he completely changed all the regulations of Applied Science. He re-wrote the regulations so that struggling students will be harmed. The funniest part is he is not an engineer himself!!"", 'His average surprised me!  I loved this prof!', ""Exams weren't too bad but lectures were unbearable. He was very monotone"", 'Good prof, if a little dry at times.  Really nice guy.', 'Had this guy like 5 Years ago I think. Listening to him lecture in class was like listening to a nail being pounded into your skull. Painful, Annoying, and Boring. The worst chemistry prof. Makes you hate life in general, not just University.', 'Almost seemed like a dictator to me. His Academic Progress decisions were mostly unfair towards the students. Gets a sadistic pleasure out of seeing students suffer or getting kicked out. The Worst person in the entire Faculty of Applied Science', 'He\'s the ""Academic Progress Committee"" chair. He knows nothing other than failed under this regulation, failed under that regulation, denied substitution, denied appeal, denied this, denied that. He\'s very un-approachable and zero percent helpfu', 'Probably the worst chem prof who ever taught frosh', ""Awful Proffesor, doesn't really care about the needs of students, not really confident that he knows his stuff to, very arrogant.  Lecture's are boring and uninteresting, learned more from watching Popular Mechanics for Kids"", 'Had him couple yrs back.Should have carried a pillow from rez into all of his classes.There was nothing to feel shy in bringing a pillow to his ellis auditorium lectures,there were often plenty of empty seats.It was uncomfortable sleeping without pillow!!', 'Just bring the paper or a pillow to his class', ""Very knowledgable man, but he's a horrible professor. powerpoint lectures suck big time and what's with the phase diagrams huh-that topic wasn't even there in our text book and your notes on it sucked, and you gave a big chunk of it on exams! BORINGprof"", ""Totally boring prof. If you loved chemistry in highschool, you will start to hate chemistry once you take his class - It will become your least favourite subject. Glad he doesn't teach APSC 131 anymore. You'll fall asleep as soon as he starts lecturing"", 'No Comments', 'SUPER BORING professor, likes to see people fail, his notes suck big time', 'One of the most boring profs in first year engineering. Very unhelpful too..']",2,"['awesome', 'awful', 'awful', 'awful', 'awful', 'awesome', 'awful', 'awesome', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful', 'awful']","['4.5', '1.5', '1.0', '1.0', '1.0', '5.0', '1.5', '4.5', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.0', '1.5', '1.5', '1.0', '1.5', '1.0']"
9,https://www.ratemyprofessors.com/professor?tid=15758,"['Prof Jonker was the first person at Queens that showed an interest in my well being. I had severe mental health issues and my attendance and grades were poor. He went out of his way to ask how I was doing and what he could do to help. An absolutely wonderful human being. He also made things very clear for me as a ConEd student with no math skills', ""Absolutely the best math prof at Queen's. Awesome person if you talk to him personally too."", 'Best prof ever. If you ever have to go see him for anything, he\'s a great guy ""in person"" too.', ""Jonker's the man! I'm so sad he's not teaching anymore :("", 'Smart man', 'He is the greatest calc prof ever!!', 'AMAZING PROF', ""Best professor of first year calculus. very fair and he's such a nice man. great!!!"", 'Dr. Jonker is a fantastic professor.  He runs an interactive class, posing questions and challenging students to think about how to solve each problem.', 'One of my best first year profs. Extremely helpful and knowledgeable.', ""I hated Calculus before i took this course.  Jonker is the most amazing math teacher.  I understand integrals and derivatives so much better since taking his course.  he's also more than willing to answer any questions you have.  The best teacher of first year eng by far."", 'No Comments', ""I don't know what's up with the negative comments, but Jonker is by far one of the greatest professors currently teaching first year.  His course is well organized, his lectures clear, and the tutorials are aligned perfectly with the course material.  He consistently challenges students to understand the material, and not just memorize."", ""The last comment is jokes man. Whoever wrote that doesn't know what a good prof is and what a good teacher is. Leo Jonker is one of the best profs of first year Queen's. He makes time for everyone and is ready to provide personal attention to every single student. He teaches you how to think and tries to open your mind when working on math."", ""Calculus was my favourite class before I had Jonker as a professor. He makes everything much more complicated than it needs to be.  He tries every day tp turn a lecture of 400 people into a 'group discussion'.  This simply is not possible and a waste of time for those who do want to learn."", ""I never went to his lectures but whenever you have trouble with something you can always drop him an e-mail or by his office and he'll help you.  I hated the guest lecturers"", 'Greatest math professor', 'this guy is top notch...way better than those foreign Grad Students who randomly teach the class', 'Great guy.']",4.9,"['awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awesome', 'awful', 'awesome', 'awesome', 'awesome', 'awesome']","['5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '1.5', '5.0', '5.0', '4.5', '4.5']"
